ID,CITY,ADDRESS,BEDS,BATHS,HALF_BATH,SQ_FT,STYLE,FLOORS,RECENT_PRICE,LAT,LONG,NEIGHBORHOOD
731,Erode,7036 Park Blvd,4,2,0,1278,Contemporary,1,829363,12.62347954650519,78.95087547326148,Industrial
732,Thanjavur,9006 3rd Ave,3,3,0,1315,Victorian,1,802168,12.662021812300903,79.5225447621186,Uptown
733,Erode,240 2nd St,1,1,0,1991,Traditional,2,772696,12.243633493307044,77.318078853186,Historic District
734,Kochi,4982 2nd St,4,3,1,3468,Contemporary,3,971247,12.84484783076105,78.952152897127,Uptown
735,Madurai,6112 Park Blvd,5,2,0,2211,Victorian,1,836229,12.43160790697966,77.61926301948694,Industrial
736,Kochi,7251 Main St,3,2,0,4080,Traditional,3,199297,11.313812499661008,78.47857247049009,Historic District
737,Karur,3710 Main St,5,3,0,1071,Contemporary,3,210107,9.627024952200248,78.31722125145839,Uptown
738,Chennai,6994 Park Blvd,2,2,1,942,Modern,2,494937,12.885150562677818,78.69416230896603,Historic District
739,Chennai,7411 2nd St,3,3,0,4132,Ranch,2,559898,12.623319925252556,79.28654647189653,Suburb
740,Karur,5639 2nd St,4,2,1,1587,Traditional,3,693910,10.600836272157999,80.61150658825198,Suburb
741,Tiruchirappalli,9973 2nd St,3,1,0,2481,Victorian,1,442552,8.214932773010753,78.57793852539002,Residential Area
742,Kochi,6887 2nd St,5,1,0,1422,Traditional,1,814197,11.511990500710525,80.9245247828462,Suburb
743,Tirunelveli,4545 3rd Ave,1,2,1,4641,Victorian,2,296479,8.278282695221199,80.03611219220481,Uptown
744,Thanjavur,1386 3rd Ave,3,3,0,4476,Traditional,3,310381,13.09453979016624,79.04592418715353,Industrial
745,Dindigul,7152 3rd Ave,4,1,0,3372,Victorian,1,243190,13.288971911439187,79.57610574844777,Historic District
746,Madurai,3754 3rd Ave,2,3,1,4060,Contemporary,1,562111,9.042195802447823,77.40889668452778,Downtown
747,Chennai,2459 Main St,1,2,0,866,Modern,2,926644,11.720141579302005,80.37808612525463,Suburb
748,Tiruchirappalli,8205 Main St,2,3,1,1940,Contemporary,3,367984,8.507479525095196,79.32942982025587,Suburb
749,Nagapattinam,6541 Park Blvd,3,1,1,3114,Modern,1,674658,12.012343107152173,80.94426992083841,Downtown
750,Thanjavur,8327 Park Blvd,5,3,1,3332,Contemporary,2,526356,9.91008216383971,79.54571497501139,Downtown
751,Kochi,9767 2nd St,5,3,1,4380,Contemporary,1,936918,11.745775614517449,80.3364463330653,Uptown
752,Madurai,1898 2nd St,4,2,1,1987,Traditional,1,960194,10.050820800611978,80.19905097118095,Historic District
753,Nagapattinam,9700 Park Blvd,5,2,0,4139,Ranch,1,700901,8.800621304082796,78.38184460587307,Suburb
754,Kochi,5595 Main St,1,2,0,1348,Victorian,2,918164,10.233604892764069,78.03844250093285,Industrial
755,Erode,6384 3rd Ave,5,1,0,4887,Victorian,3,153196,8.619704396491345,78.72197433372604,Uptown
756,Nagapattinam,7385 Main St,4,1,1,872,Victorian,2,651072,11.1728580123732,78.86896537763535,Uptown
757,Karur,6969 Park Blvd,3,2,1,998,Modern,3,662191,8.22523342682214,77.96033880774658,Industrial
758,Sivakasi,3197 Main St,3,2,1,4001,Victorian,1,376009,10.900258237799228,80.57839149340388,Industrial
759,Tiruchirappalli,109 Park Blvd,5,1,1,2581,Victorian,3,585132,12.875027559025476,79.17019144920259,Residential Area
760,Madurai,5852 Main St,2,1,0,1371,Traditional,1,682860,12.608302985656495,80.91377756861428,Industrial
761,Kanyakumari,6395 Park Blvd,3,1,0,1590,Contemporary,1,656528,12.855299347945731,80.24007111218505,Downtown
762,Sivakasi,1172 2nd St,5,1,1,2438,Victorian,2,571441,13.07126841169909,79.22281944156778,Suburb
763,Salem,1416 Park Blvd,4,2,1,2631,Ranch,1,720141,8.574903383316318,80.78816111257744,Residential Area
764,Salem,6907 3rd Ave,5,1,0,2655,Victorian,2,837635,8.708109615816422,79.01949926038122,Downtown
765,Madurai,3783 Park Blvd,3,2,1,1974,Modern,3,266074,11.063537434722207,80.54842605007468,Residential Area
766,Nagapattinam,3373 Main St,4,3,1,4540,Modern,3,603112,12.916849676334362,78.43257912478322,Suburb
767,Kochi,245 3rd Ave,5,3,1,4077,Modern,1,717497,13.358922010882168,78.51456953361638,Residential Area
768,Tiruchirappalli,3140 3rd Ave,1,1,0,978,Victorian,2,640391,8.25444054537,78.67252273188373,Downtown
769,Dindigul,9876 3rd Ave,4,3,0,3044,Traditional,1,561267,9.956757463103632,79.18650258377298,Historic District
770,Salem,3279 2nd St,1,3,1,4886,Ranch,2,768532,9.170918400629963,79.2139610807953,Suburb
771,Tiruchirappalli,730 Main St,2,3,0,1534,Victorian,2,906355,12.157812169121865,78.98559568670834,Uptown
772,Salem,8953 Park Blvd,4,1,1,1598,Traditional,2,403516,11.521066276953675,78.22400389433267,Suburb
773,Erode,2952 3rd Ave,1,1,1,1587,Traditional,3,882760,8.65938417316115,80.70882585916333,Suburb
774,Kochi,1087 3rd Ave,3,3,0,3595,Victorian,2,774588,10.659371370507344,79.35434438939701,Suburb
775,Erode,7427 3rd Ave,3,2,1,3884,Victorian,3,872321,11.769922873042102,78.63095686476638,Historic District
776,Thanjavur,8941 Main St,2,3,1,3718,Traditional,2,603372,12.284529666582207,79.60470784297448,Downtown
777,Salem,1200 Main St,4,1,0,1531,Traditional,3,526826,8.110289903812047,80.07186703123922,Uptown
778,Kanyakumari,8732 2nd St,4,1,1,1929,Traditional,3,207175,12.897582656911393,80.84291235291298,Downtown
779,Kanyakumari,5116 2nd St,4,1,1,4246,Victorian,3,251551,11.131047606227884,78.99819664907034,Residential Area
780,Erode,1443 3rd Ave,2,3,1,2405,Traditional,1,955408,12.465500132279477,77.44839404140303,Residential Area
781,Karur,4458 Main St,4,2,0,4578,Modern,2,542761,12.443659165078559,78.76306320574616,Residential Area
782,Sivakasi,9869 2nd St,3,1,1,3545,Victorian,1,921272,9.04418963149033,78.91588224581389,Downtown
783,Kanyakumari,6880 3rd Ave,1,1,0,3970,Modern,2,660491,8.605946661394983,80.5879763127427,Industrial
784,Salem,6702 3rd Ave,3,3,1,3733,Contemporary,2,731154,11.967079979356047,78.57920307385182,Historic District
785,Madurai,2449 3rd Ave,3,2,1,2015,Victorian,1,267752,8.860348053518905,80.81329705954856,Industrial
786,Erode,5799 2nd St,1,3,1,1124,Contemporary,3,983510,12.67465620272598,78.94052763085733,Residential Area
787,Thanjavur,1225 2nd St,3,1,1,2650,Traditional,2,403564,11.994042161241579,80.89512200391572,Historic District
788,Dindigul,9482 Main St,2,2,0,2290,Traditional,3,443257,12.630039504008945,77.03279328452385,Downtown
789,Dindigul,5201 Park Blvd,1,2,0,1693,Ranch,1,920880,9.644569737851404,80.59526149922539,Residential Area
790,Coimbatore,7943 3rd Ave,3,1,1,2190,Traditional,3,689689,9.74128933225813,80.7244818077734,Downtown
791,Sivakasi,172 Park Blvd,5,2,1,4189,Contemporary,2,365432,11.691718559904746,80.84408374306085,Historic District
792,Nagapattinam,5572 3rd Ave,3,2,1,3063,Traditional,2,580779,8.172952752824212,77.05230613669846,Downtown
793,Kochi,5289 Main St,2,3,1,4232,Victorian,2,315486,11.995732104855826,77.68680334620123,Downtown
794,Kanyakumari,807 Main St,4,1,1,3171,Traditional,1,821502,12.596806889700307,79.61505801237294,Uptown
795,Kanyakumari,6804 Park Blvd,3,1,1,3886,Ranch,2,920488,10.283399726322571,77.10189076694043,Industrial
796,Nagapattinam,3813 Park Blvd,4,1,1,2315,Traditional,1,483636,12.206833565486578,77.254435984706,Industrial
797,Chennai,2575 3rd Ave,5,1,1,3717,Contemporary,3,360536,8.96036004340244,77.88431549477377,Industrial
798,Thanjavur,4355 Main St,3,1,0,3152,Contemporary,2,880617,9.772432166007166,79.04975907497554,Suburb
799,Tirunelveli,7497 Park Blvd,1,2,0,1967,Traditional,2,226693,13.358677297107626,79.18361023706723,Uptown
800,Erode,9877 3rd Ave,4,3,0,910,Contemporary,2,185135,13.424804954580694,77.13704449117402,Residential Area
801,Karur,8079 Main St,5,1,1,4455,Contemporary,3,615448,10.819327791618734,77.68146900312613,Residential Area
802,Thanjavur,7526 2nd St,1,3,1,4593,Ranch,2,964294,13.138483853051323,78.99882269333862,Residential Area
803,Vellore,5349 3rd Ave,1,3,1,2555,Victorian,1,286262,10.8750187293127,79.37576248377363,Industrial
804,Kanyakumari,5391 2nd St,1,2,0,2377,Ranch,3,744487,9.603734704886365,77.59360678594486,Industrial
805,Kochi,9524 3rd Ave,1,1,1,2096,Modern,3,154331,9.467946084543245,78.59536564778789,Uptown
806,Coimbatore,9786 2nd St,3,2,0,4574,Ranch,3,667400,13.112281379524818,80.61760574606781,Downtown
807,Dindigul,4311 Park Blvd,3,1,1,3020,Traditional,3,333258,8.948455139356225,80.99559714818469,Industrial
808,Kanyakumari,761 Park Blvd,3,2,0,1772,Victorian,3,981080,11.18797852011,80.94885781932456,Residential Area
809,Coimbatore,3474 Main St,5,3,0,1830,Traditional,1,440693,11.055387874344959,80.52669804114748,Downtown
810,Salem,307 2nd St,5,1,0,3393,Modern,3,362854,12.067919265591472,78.57864035179978,Industrial
811,Thanjavur,2593 2nd St,5,3,1,4792,Victorian,2,700049,10.745835991386262,79.74629716829914,Historic District
812,Salem,732 3rd Ave,2,3,0,1713,Contemporary,3,939694,9.497571133894738,78.6663689111368,Suburb
813,Tirunelveli,3183 Main St,5,2,1,2981,Ranch,3,654840,8.931680747973681,79.5941081072968,Industrial
814,Madurai,3819 Park Blvd,3,1,1,3997,Traditional,3,930080,11.414503419282404,78.23772988387793,Historic District
815,Vellore,1779 2nd St,3,3,1,2262,Modern,3,334544,11.954449162692782,79.42480901444132,Uptown
816,Thanjavur,336 3rd Ave,2,2,1,3178,Contemporary,3,500002,11.13236703275118,79.0950339862114,Historic District
817,Chennai,4543 3rd Ave,2,1,1,4254,Ranch,1,234667,12.060932024166572,77.0979210632528,Uptown
818,Tirunelveli,9832 Park Blvd,5,1,0,4353,Contemporary,1,154677,8.77836661347478,80.16281161498445,Industrial
819,Tiruchirappalli,8655 Main St,4,3,1,2107,Ranch,3,354580,12.853586072187245,77.04759132898062,Uptown
820,Chennai,385 Main St,2,1,1,1989,Victorian,1,280334,11.203175296246767,78.17262376901321,Historic District
821,Sivakasi,4137 2nd St,1,3,1,1487,Contemporary,2,624081,8.697641597909284,77.02369626181601,Suburb
822,Erode,7221 Park Blvd,3,1,1,2007,Contemporary,3,645784,10.540588623131542,78.5048056531808,Downtown
823,Kochi,4995 Main St,1,2,1,2694,Contemporary,2,513581,12.646354558262512,77.25264211265656,Downtown
824,Thanjavur,1112 Park Blvd,3,3,0,2611,Victorian,2,561811,12.93659206399238,80.65404386732496,Suburb
825,Tiruchirappalli,9815 2nd St,3,3,0,3983,Modern,3,630675,9.455572277493188,78.66271718065147,Residential Area
826,Tiruchirappalli,3825 Park Blvd,2,1,1,4597,Ranch,2,734436,11.911962035907493,78.83798309945765,Downtown
827,Tirunelveli,4676 3rd Ave,2,1,0,2444,Contemporary,2,983358,8.549918861160771,78.39940094436342,Industrial
828,Nagapattinam,6357 Main St,1,3,0,4768,Victorian,2,749559,8.184502292766869,79.51002461680706,Residential Area
829,Sivakasi,9893 Main St,3,1,1,3516,Modern,3,708745,11.082194246009685,80.13763246647281,Industrial
830,Madurai,440 2nd St,1,2,0,990,Ranch,3,716819,11.821551686304693,79.59258697219592,Historic District
831,Thanjavur,2596 3rd Ave,4,1,1,2135,Victorian,2,354335,12.37682702147076,79.99282847358052,Historic District
832,Nagapattinam,5399 2nd St,1,2,0,3906,Ranch,3,616516,9.871189311504342,80.62389465403704,Residential Area
833,Tirunelveli,7674 2nd St,5,2,0,1178,Contemporary,3,802315,8.035889757358879,80.45418612668571,Residential Area
834,Erode,3367 2nd St,1,2,0,4629,Modern,2,344243,10.637355804112445,79.69623381101478,Residential Area
835,Dindigul,4506 2nd St,5,2,1,1415,Victorian,3,662445,8.087194499554618,77.85855185161772,Residential Area
836,Kanyakumari,1542 2nd St,5,2,0,3130,Modern,1,407231,8.5059148086894,79.55081140416772,Uptown
837,Kanyakumari,4537 Park Blvd,5,1,0,2554,Contemporary,3,923589,9.796789623924615,79.02433238296204,Residential Area
838,Madurai,8535 2nd St,4,2,1,1263,Modern,1,720059,10.404446272580975,79.86887692404169,Residential Area
839,Erode,4207 3rd Ave,1,1,1,1766,Modern,2,767423,9.537081926763067,80.33172659357166,Historic District
840,Karur,660 2nd St,1,2,0,3958,Traditional,3,740642,11.200258965775893,79.97088598874566,Industrial
841,Madurai,8885 Main St,4,3,1,4424,Modern,2,787031,8.304423840699524,80.38624467984513,Historic District
842,Thanjavur,1926 2nd St,3,2,0,1489,Ranch,2,918741,8.795188406317717,77.2554654933641,Downtown
843,Thanjavur,7729 2nd St,2,3,0,3422,Victorian,2,708180,11.823921204154885,77.12648015294985,Uptown
844,Coimbatore,3238 Park Blvd,1,2,1,3012,Traditional,2,352268,8.781774694788547,78.03400227079838,Uptown
845,Nagapattinam,7793 Main St,2,2,1,1182,Victorian,2,245057,11.518763608637324,80.60266433643451,Industrial
846,Karur,7942 2nd St,4,2,1,3056,Victorian,3,188409,8.30076541414351,80.29463700393589,Residential Area
847,Kanyakumari,7102 2nd St,3,3,0,4610,Contemporary,1,396889,10.240602535155272,79.73090919118124,Historic District
848,Tiruchirappalli,3078 2nd St,3,3,1,4303,Contemporary,3,577686,8.975752085666503,79.80303466975886,Downtown
849,Nagapattinam,7473 Park Blvd,3,2,0,2212,Traditional,3,299457,8.602999553943526,79.90668187703285,Historic District
850,Vellore,6197 Park Blvd,4,1,1,2383,Contemporary,3,566512,11.118680309256751,80.770410801939,Residential Area
851,Thanjavur,5756 2nd St,5,2,0,1171,Contemporary,3,473860,13.10584674603092,80.32876460923023,Residential Area
852,Sivakasi,9084 Main St,5,3,1,1410,Contemporary,1,176382,8.30132876357952,79.49356154810819,Suburb
853,Kochi,4359 3rd Ave,2,2,0,915,Victorian,3,226675,10.318548365199188,79.66286174102856,Historic District
854,Erode,6001 Main St,5,3,1,1246,Traditional,2,696707,11.89144490759994,77.85496104824449,Industrial
855,Chennai,9425 Park Blvd,5,3,0,2191,Victorian,3,231238,10.544783074283048,79.6292753006251,Historic District
856,Madurai,5017 2nd St,3,3,1,4124,Ranch,3,375825,12.435727703578848,78.69871604967383,Uptown
857,Thanjavur,2630 Main St,3,2,1,2140,Victorian,1,844651,8.988049237252724,77.61184748242297,Downtown
858,Nagapattinam,7145 Main St,2,3,0,3739,Ranch,1,424541,13.277768127652573,80.2256112769863,Industrial
859,Karur,5872 Main St,1,3,1,4499,Modern,2,470032,10.118394452748973,79.04098839921258,Suburb
860,Kochi,2629 Park Blvd,2,2,0,1873,Modern,3,185169,9.878632981193514,80.90970016675769,Downtown
861,Sivakasi,3064 2nd St,2,3,0,4369,Ranch,3,736470,12.810331869767413,78.1267174178981,Downtown
862,Nagapattinam,1063 Main St,4,2,1,3950,Ranch,3,978681,11.101268675404716,78.92268044922031,Uptown
863,Chennai,7440 Park Blvd,4,3,0,2405,Victorian,2,309413,10.840443880465518,78.79198181867547,Uptown
864,Kochi,7279 Park Blvd,2,1,1,3094,Ranch,1,327216,11.99837855740637,77.48311808973031,Uptown
865,Vellore,8834 2nd St,2,1,1,4462,Traditional,2,604988,11.189088310545998,78.70446111532311,Industrial
866,Chennai,5877 Main St,2,3,0,1783,Modern,3,229360,8.893836046164134,78.1502138256837,Historic District
867,Tirunelveli,6047 3rd Ave,5,1,1,1151,Modern,1,687732,11.708086925757113,77.64128188546773,Downtown
868,Salem,2819 Main St,4,2,0,2524,Ranch,1,588863,8.734078836051706,78.12862233614456,Historic District
869,Tirunelveli,4449 2nd St,2,1,0,2751,Contemporary,2,273662,12.432217379337342,77.93300676506557,Historic District
870,Kanyakumari,5279 3rd Ave,3,3,1,2079,Contemporary,1,919776,13.44355128741749,79.93629412402352,Uptown
871,Nagapattinam,6710 3rd Ave,3,3,1,2707,Ranch,1,248843,10.075631937361269,77.12310071303664,Historic District
872,Thanjavur,7254 Main St,5,2,0,1824,Traditional,3,947406,10.446157440111069,79.46985099165289,Downtown
873,Thanjavur,6588 2nd St,5,3,0,1345,Contemporary,3,786438,8.255385105155467,80.04264536809443,Downtown
874,Thanjavur,6625 3rd Ave,1,2,1,4974,Ranch,1,581599,8.075532534454181,78.92289382587589,Residential Area
875,Sivakasi,789 Main St,1,1,1,3181,Traditional,1,930908,13.067806341819802,80.72625992003168,Suburb
876,Salem,5275 3rd Ave,1,1,1,1688,Traditional,2,769114,8.707432332415557,79.83152278094614,Industrial
877,Tirunelveli,8748 3rd Ave,5,2,1,1905,Victorian,2,624768,10.451783111577086,79.99169460524567,Historic District
878,Salem,5548 Park Blvd,5,2,0,3349,Traditional,1,375121,12.484450431205588,77.78773394976348,Industrial
879,Dindigul,9174 3rd Ave,5,3,1,2790,Contemporary,3,972922,12.891253179605759,80.10918230335629,Industrial
880,Nagapattinam,8691 Park Blvd,3,1,0,4798,Contemporary,1,915723,10.856687269059073,80.32837894433246,Industrial
881,Salem,8900 Park Blvd,5,2,0,4575,Ranch,1,799001,11.107678887367724,78.44506555362396,Residential Area
882,Tiruchirappalli,1738 Park Blvd,3,1,1,3612,Ranch,3,205612,11.683261848548,77.85345227213189,Industrial
883,Madurai,7028 Main St,1,2,0,1720,Traditional,3,774762,13.287603585790434,78.54020271681446,Residential Area
884,Madurai,1482 Park Blvd,1,1,1,2861,Modern,2,448303,11.314684785194778,79.95843187600055,Downtown
885,Tiruchirappalli,9111 Main St,1,3,0,4439,Victorian,2,713998,11.077113927009904,78.67055602347482,Historic District
886,Kochi,9111 Park Blvd,2,1,1,3965,Modern,2,787384,8.07993774396295,79.94660750089915,Residential Area
887,Coimbatore,4617 3rd Ave,2,1,0,3444,Traditional,2,359417,8.445223361122958,77.45425816391015,Suburb
888,Sivakasi,7957 3rd Ave,4,1,0,1845,Traditional,3,361463,11.174443946431978,80.22404684195394,Industrial
889,Kochi,9800 Park Blvd,4,1,1,4356,Modern,1,769212,13.149322132939616,78.01282992656942,Suburb
890,Chennai,7970 2nd St,4,1,1,3481,Victorian,2,418602,12.766802416196672,77.99571595085837,Downtown
891,Karur,867 Main St,2,3,0,3999,Modern,2,447668,13.404184076457126,79.36152386081544,Downtown
892,Sivakasi,1649 3rd Ave,2,2,0,1738,Ranch,3,812213,10.903087206587006,77.28047218298796,Uptown
893,Sivakasi,6240 2nd St,4,1,1,1241,Contemporary,3,452621,12.333620161407717,77.10519090673867,Industrial
894,Chennai,3816 2nd St,4,3,0,3350,Ranch,1,444366,12.622201823191372,78.0441146611738,Uptown
895,Salem,4581 2nd St,5,1,1,1396,Contemporary,1,692608,11.56417411531974,79.15227020293929,Suburb
896,Tirunelveli,7998 Main St,4,1,0,2305,Traditional,3,244154,9.86312447317979,80.63046554490091,Historic District
897,Tirunelveli,2393 2nd St,5,2,1,1661,Victorian,2,726531,10.58488139061787,80.38574070522922,Uptown
898,Madurai,7858 Main St,3,1,0,3440,Modern,2,850975,12.718543897339622,78.9617858396839,Downtown
899,Erode,6893 3rd Ave,2,3,1,4531,Victorian,2,560568,9.642013592901902,77.14820797477397,Industrial
900,Kochi,8093 Park Blvd,4,3,1,2351,Modern,1,747121,13.080587221966567,79.14101093851724,Suburb
901,Dindigul,5642 Main St,2,2,0,4036,Ranch,2,243476,9.263934877824658,79.81918239970118,Residential Area
902,Nagapattinam,6456 2nd St,2,1,1,2536,Ranch,2,264560,12.122340283362295,78.35665813010013,Downtown
903,Kanyakumari,8533 Main St,2,3,0,2249,Modern,3,451411,11.468075788901562,77.44425321312661,Residential Area
904,Vellore,7480 Main St,3,1,1,1064,Victorian,2,712229,12.122796926164192,78.11427181282264,Historic District
905,Tirunelveli,2485 Main St,1,1,1,3459,Modern,3,699656,10.405411648379271,80.08635545787125,Industrial
906,Nagapattinam,4368 Park Blvd,4,1,1,3521,Traditional,2,443128,13.129525844046915,78.40497532913331,Historic District
907,Vellore,263 Main St,1,2,0,2262,Ranch,1,585157,11.478597113263126,80.24792596274284,Historic District
908,Nagapattinam,4692 Park Blvd,1,1,1,2245,Traditional,2,353990,9.585626925048409,78.2780858072299,Industrial
909,Salem,4898 Main St,1,3,0,3098,Ranch,2,595899,11.51150288858679,77.65422015365527,Industrial
910,Vellore,2455 Park Blvd,2,1,1,3725,Ranch,3,407481,9.577486609638672,78.74339343805443,Residential Area
911,Kanyakumari,8061 2nd St,5,3,0,2432,Contemporary,3,150801,9.614978154679308,78.80909804915656,Historic District
912,Nagapattinam,5927 2nd St,2,1,0,3174,Traditional,3,780826,10.197791813914773,77.06443287419735,Suburb
913,Tiruchirappalli,4819 Park Blvd,2,3,0,1312,Traditional,2,984397,12.688367296630155,77.4681802908253,Residential Area
914,Kanyakumari,693 Park Blvd,1,3,1,1015,Contemporary,2,759557,10.751638309166957,77.73970407509127,Industrial
915,Vellore,7494 Main St,2,1,0,4131,Victorian,1,928053,11.73395463226614,77.4543492695147,Downtown
916,Kanyakumari,9751 Main St,1,1,1,2972,Traditional,2,448113,10.155822571509546,78.36610430168545,Residential Area
917,Nagapattinam,3593 2nd St,5,3,0,3953,Modern,1,625485,9.449829918937848,80.85849142246808,Uptown
918,Coimbatore,6264 2nd St,4,2,0,2506,Contemporary,3,241679,13.250520883939274,79.0368901533083,Suburb
919,Nagapattinam,2772 Main St,1,1,0,2906,Traditional,3,831065,11.319696859176844,79.51022409548258,Residential Area
920,Nagapattinam,116 Park Blvd,5,2,0,2367,Victorian,3,865663,13.13673236220495,78.42554591409211,Industrial
921,Salem,492 Main St,4,1,1,3008,Traditional,1,440507,9.118771512090733,78.29395104657259,Industrial
922,Kochi,6372 2nd St,3,1,0,3131,Ranch,2,311792,8.80791790152113,77.09258708766004,Suburb
923,Tiruchirappalli,671 Park Blvd,1,1,0,2953,Modern,3,707639,12.70702598918147,79.00133462270409,Uptown
924,Dindigul,6272 Main St,1,1,1,1928,Contemporary,2,785311,11.745044669394883,78.93443602700667,Residential Area
925,Tirunelveli,7277 2nd St,3,2,0,4310,Ranch,2,841505,9.026181745895027,77.6313229047245,Residential Area
926,Sivakasi,3997 Park Blvd,3,1,0,4453,Victorian,3,762236,9.481478353649457,80.05729600082681,Historic District
927,Chennai,8223 Park Blvd,1,3,0,3165,Ranch,1,894974,12.403651678389211,78.97069732124402,Downtown
928,Kochi,9080 Park Blvd,3,3,0,3721,Ranch,2,369188,10.496277409977647,78.3559758806463,Industrial
929,Chennai,9006 3rd Ave,2,2,1,1879,Victorian,3,992667,11.6879727857835,77.5876356360917,Residential Area
930,Salem,875 3rd Ave,4,1,1,4311,Ranch,2,426999,9.75093612174806,79.20864330788405,Residential Area
931,Tiruchirappalli,6969 Park Blvd,4,3,0,3541,Contemporary,2,579385,10.096764740261822,80.01126810435524,Residential Area
932,Thanjavur,7188 3rd Ave,4,2,1,3820,Traditional,2,411677,13.448919072427078,78.12799741073988,Uptown
933,Nagapattinam,8180 Park Blvd,2,1,1,1028,Ranch,2,327476,9.361893979460952,77.87517740630689,Downtown
934,Thanjavur,4026 Park Blvd,3,3,0,970,Contemporary,2,300641,10.785510073700827,79.08773985625831,Residential Area
935,Thanjavur,7440 3rd Ave,5,3,1,1094,Traditional,1,799362,12.644212887547926,77.62137321004006,Suburb
936,Karur,7183 Main St,3,2,0,1225,Traditional,1,934366,9.315727675162218,79.66645354637714,Industrial
937,Madurai,6330 Main St,1,1,1,1718,Ranch,3,728725,10.28367566176382,79.42137451177692,Historic District
938,Thanjavur,9323 Main St,4,1,1,4053,Contemporary,1,306810,11.383002080534936,77.34832819836572,Suburb
939,Tirunelveli,3371 Main St,3,3,1,1298,Ranch,1,240410,10.646534833113064,77.1460815175255,Industrial
940,Coimbatore,3556 Main St,5,3,0,3609,Victorian,1,169731,10.527262466136746,79.48115461035434,Uptown
941,Madurai,8699 3rd Ave,1,3,1,1625,Traditional,2,815491,9.99380352227168,78.17717509595496,Downtown
942,Salem,2811 Main St,2,1,0,4579,Ranch,2,335169,11.226554802762088,77.34578301269359,Downtown
943,Sivakasi,1768 Park Blvd,2,2,0,2658,Traditional,3,415033,11.434049838579856,80.03771481982595,Industrial
944,Kochi,6520 Park Blvd,5,2,1,2918,Contemporary,3,683857,11.593092474957494,78.25617601207058,Suburb
945,Coimbatore,465 Park Blvd,1,1,0,945,Modern,3,356749,8.387024593483162,78.8383981985529,Historic District
946,Kanyakumari,9966 Park Blvd,4,2,1,4377,Ranch,2,235192,11.47068796641627,77.94725170981508,Uptown
947,Vellore,5430 3rd Ave,3,3,0,992,Ranch,1,929117,13.24280448329678,79.50926831343186,Industrial
948,Karur,8854 3rd Ave,1,2,0,4688,Traditional,1,237154,10.97542429540446,78.20595366141744,Uptown
949,Coimbatore,9064 2nd St,2,2,1,851,Contemporary,2,358542,11.933968953800843,80.87208384491052,Downtown
950,Dindigul,5539 2nd St,5,2,1,3210,Victorian,3,258073,11.062027692675699,79.81179019446762,Residential Area
951,Thanjavur,9865 3rd Ave,5,3,1,2620,Contemporary,3,369894,12.701073402255883,77.54688910549386,Residential Area
952,Salem,6611 Park Blvd,3,1,1,3764,Ranch,3,669235,13.11270702028663,78.66677935869387,Historic District
953,Erode,7604 3rd Ave,5,3,0,3321,Victorian,2,944044,9.013209446129975,78.54168439891951,Uptown
954,Vellore,3939 Park Blvd,5,1,0,2669,Contemporary,3,725932,10.402730201064196,79.13698844288153,Industrial
955,Chennai,2476 2nd St,1,1,0,3368,Modern,3,706357,10.158101555129967,80.36772269791702,Historic District
956,Tirunelveli,9254 Main St,4,1,1,2667,Traditional,2,570547,10.228683178146033,79.333688060732,Suburb
957,Chennai,1927 2nd St,3,2,0,3538,Contemporary,1,992329,8.690382996753318,77.2462267104,Residential Area
958,Coimbatore,7079 2nd St,1,2,1,4069,Contemporary,2,295006,12.474886492893956,79.62166278721142,Industrial
959,Sivakasi,9932 Main St,4,1,0,3999,Modern,2,553311,8.196714336582144,77.03306119178343,Uptown
960,Chennai,8669 3rd Ave,1,1,1,3379,Ranch,2,634710,10.905246342499364,80.11984184216158,Historic District
961,Dindigul,4385 3rd Ave,1,2,0,4805,Traditional,2,692994,11.640331134245802,79.66654428964497,Industrial
962,Salem,8661 2nd St,5,3,0,1040,Contemporary,1,324588,9.141081909323825,78.23514263341035,Historic District
963,Kanyakumari,2296 Park Blvd,4,1,1,4240,Victorian,3,777890,12.982176056543375,78.16976721835806,Historic District
964,Sivakasi,8943 3rd Ave,3,3,0,2207,Contemporary,2,640224,12.612020638636363,80.19309198618522,Historic District
965,Kochi,5707 2nd St,3,2,1,4302,Traditional,1,446773,10.590960512161589,80.13334676769848,Uptown
966,Tirunelveli,880 Main St,4,1,0,4838,Contemporary,3,590126,10.261319127870763,78.40920941750704,Industrial
967,Dindigul,6403 3rd Ave,5,3,0,882,Modern,3,631756,9.30112358866105,78.19579091231913,Downtown
968,Dindigul,4083 Park Blvd,2,3,1,4568,Contemporary,3,274746,12.0149627355473,79.23929915553116,Downtown
969,Chennai,8814 2nd St,1,3,1,1750,Contemporary,2,694719,8.724590897975803,77.03346263993657,Uptown
970,Thanjavur,9227 2nd St,5,2,0,1410,Victorian,2,337805,11.741307646140807,77.33066815194617,Uptown
971,Chennai,5884 Park Blvd,4,2,0,4405,Modern,3,714376,12.633513423651275,77.50467836059495,Residential Area
972,Coimbatore,6046 2nd St,1,3,0,4083,Modern,3,849495,9.25659366754363,77.7416472713087,Historic District
973,Kochi,6367 2nd St,3,3,0,2973,Contemporary,3,581231,12.765350715943159,79.04807250670187,Industrial
974,Madurai,7228 2nd St,2,2,0,4284,Victorian,3,905398,8.183277596917296,80.96896765944449,Industrial
